list1 ;list2 ;list3 ;list4 ;list5;list6;list7;list8;list9;list10 ;list11;list12;list13 ;list14 ;list15;list16 ;list17;list18 ;list19;list20 
4;7;80;35;73;61;30;76;66;78;74;38;32;53;34;37;23;51;70;58
48;28;64;2;18;13;71;49;30;66;73;69;41;9;43;10;22;59;58;44
70;74;58;7;31;48;46;17;40;53;6;35;20;73;18;1;3;10;76;78
60;50;28;12;11;38;56;78;41;53;52;8;40;5;70;7;48;35;54;39
45;66;33;64;49;50;27;47;31;63;75;21;26;53;65;6;78;59;20;8
3;17;46;40;56;30;20;43;37;14;24;54;42;53;32;51;16;21;31;26
64;7;56;30;13;50;6;52;48;80;40;9;8;66;21;42;43;28;15;71
71;78;63;51;64;58;65;59;5;8;24;22;20;29;49;19;62;73;27;13
39;49;33;26;42;74;65;58;35;71;59;3;32;36;73;48;17;27;15;78
44;74;61;59;8;48;7;3;55;27;21;52;40;47;45;19;46;58;12;20
62;9;14;77;59;73;5;23;63;67;21;55;61;76;26;41;38;37;74;78
41;63;11;1;76;60;52;8;9;12;47;73;13;19;15;78;62;29;44;50
28;59;63;39;66;35;69;79;75;7;42;56;58;68;29;16;24;36;52;76
50;76;33;39;44;29;61;2;10;4;41;7;63;52;23;65;15;17;69;5
30;11;38;65;32;3;24;76;41;15;53;78;62;66;2;52;29;60;70;55
20;66;61;2;52;51;46;43;76;62;70;12;25;31;55;59;36;9;60;64
72;34;28;46;56;40;54;78;51;67;16;49;12;23;11;60;32;19;68;59
47;3;77;21;27;79;50;59;36;46;71;73;54;63;7;57;13;56;44;10
30;7;17;20;3;51;38;59;69;78;45;57;10;1;74;21;60;28;42;24
10;65;13;21;67;53;47;37;12;45;7;43;27;5;55;57;75;62;79;56
25;58;78;43;80;13;17;42;62;26;28;53;31;18;5;20;77;29;23;48
60;58;69;25;67;11;66;48;80;42;38;18;50;19;3;71;12;7;30;13
46;15;21;13;23;39;2;5;45;68;22;73;10;67;37;40;76;72;64;60
72;41;57;10;60;50;22;16;67;26;47;18;58;66;54;9;68;13;11;62
73;62;13;78;61;26;69;45;23;52;25;38;22;44;9;21;46;7;10;58
31;70;4;16;28;49;3;46;61;42;53;80;38;57;71;33;66;40;48;11
80;43;47;54;17;13;67;44;40;18;3;41;32;79;77;23;69;42;64;60
33;61;35;64;66;8;74;63;28;45;2;18;29;57;31;79;56;47;58;26
68;47;35;80;78;40;15;29;63;49;1;52;8;20;22;48;76;14;56;28
77;9;51;28;6;53;46;13;76;21;54;37;57;79;74;40;38;78;44;50
40;61;54;66;1;76;19;49;68;30;33;20;64;80;6;72;79;65;73;4
78;71;15;2;38;45;1;3;42;54;4;37;32;22;58;28;51;36;75;69
49;19;25;4;20;21;64;67;31;47;8;72;56;68;27;76;33;39;51;7
44;69;30;26;15;27;10;51;68;33;49;59;6;46;48;19;21;67;43;74
55;35;12;39;9;59;42;73;61;19;16;70;13;20;15;63;25;29;45;75
75;27;2;21;51;46;32;63;60;37;71;25;78;65;62;26;38;14;49;40
65;15;59;51;12;46;53;19;31;74;26;9;44;62;73;37;17;18;22;41
52;41;37;67;2;57;19;1;14;44;60;16;43;61;4;47;79;71;64;68
78;58;73;66;7;60;19;16;52;57;59;65;21;43;76;41;53;8;37;70
54;35;68;12;41;20;34;67;63;80;50;38;13;42;15;60;1;10;22;19
64;15;41;16;56;34;28;73;66;70;51;27;49;33;1;71;39;46;40;52
45;64;70;8;20;7;6;21;28;52;10;35;3;58;17;29;26;9;38;51
45;78;34;12;46;57;58;17;10;69;37;80;53;25;13;1;75;21;36;70
17;58;67;41;28;24;34;15;78;13;30;55;19;40;53;80;23;6;7;68
25;75;1;50;12;66;11;2;40;68;41;3;49;17;7;73;69;65;52;72
34;36;5;18;15;60;31;73;23;57;63;3;51;10;62;59;13;7;46;21
65;55;78;58;22;66;63;28;33;75;44;18;40;15;26;42;41;27;19;51
28;58;22;27;13;74;24;62;32;26;6;31;20;5;61;76;14;45;53;38
36;42;9;13;1;5;19;35;45;76;34;52;75;56;31;18;8;74;7;67
52;9;6;63;55;59;24;42;45;33;7;31;48;14;44;38;58;28;50;56
7;31;13;59;41;66;11;44;6;48;42;43;55;77;68;61;19;62;17;8
69;13;68;37;46;8;26;11;17;74;7;52;10;75;50;73;14;63;2;16
52;47;15;21;41;26;1;34;19;77;80;79;71;36;11;70;62;5;32;49
68;20;47;80;60;6;66;43;40;36;56;42;46;22;14;17;24;50;75;25
2;6;15;37;75;50;14;78;31;65;8;27;4;32;67;79;44;24;52;63
14;49;25;24;15;35;69;13;51;11;22;9;29;79;3;30;12;76;73;1
72;62;71;69;27;67;59;38;46;48;32;3;43;29;5;25;49;14;13;6
62;19;45;49;51;22;59;41;25;63;37;46;8;20;18;17;27;64;36;53
54;28;19;46;42;15;78;56;79;11;71;8;53;52;29;27;22;26;6;37
3;49;17;39;33;18;62;53;22;7;60;28;37;23;74;47;29;34;44;35
46;2;39;37;28;20;21;54;25;53;59;22;34;72;67;10;65;36;1;76
22;77;75;38;28;3;4;55;72;25;53;80;31;46;19;9;21;16;64;34
2;35;29;64;44;45;53;68;78;15;51;6;77;74;18;5;7;31;24;41
59;34;40;38;44;7;15;17;74;6;72;63;55;21;28;16;49;69;30;58
42;65;79;25;57;11;76;3;32;34;53;8;22;13;17;35;68;9;41;1
67;42;25;50;47;13;52;31;28;37;74;61;78;72;80;71;39;68;75;27
55;37;80;69;31;25;41;66;65;73;47;76;78;7;54;24;11;16;56;26
47;48;26;15;45;13;77;25;63;6;20;51;68;16;57;58;17;2;54;70
55;50;32;75;35;65;58;48;19;79;71;5;70;46;16;78;45;37;52;3
38;52;27;68;55;17;31;13;28;11;5;30;25;1;39;18;41;71;10;47
31;76;27;53;34;60;62;21;42;54;40;13;46;10;28;77;32;48;9;71
48;69;47;6;42;23;45;58;79;11;24;41;72;73;9;33;36;49;13;50
72;24;54;41;63;68;51;31;17;11;22;18;8;71;70;43;1;3;48;37
31;38;6;67;14;33;9;40;2;5;76;79;25;44;8;71;15;70;7;18
7;16;19;6;75;13;69;34;21;68;51;79;66;46;61;67;62;47;45;4
77;11;42;66;49;53;9;12;22;48;54;63;45;34;62;40;52;1;25;41
33;20;63;19;75;22;67;46;10;72;66;41;23;47;25;57;61;78;40;55
44;50;36;6;23;74;59;43;25;33;75;34;66;54;77;46;31;63;51;27
47;59;60;39;4;2;17;73;33;1;34;40;71;38;66;69;68;46;20;74
43;2;60;57;6;33;54;70;42;21;12;23;30;38;26;79;18;19;62;14
16;17;45;79;9;42;2;30;74;4;51;55;18;1;32;60;47;20;13;8
76;50;19;54;72;59;37;20;17;1;14;4;32;34;22;71;10;45;31;21
14;74;63;49;48;34;25;65;38;22;6;80;67;45;43;68;30;58;59;17
58;31;77;71;6;12;64;19;35;59;52;32;38;25;8;68;51;75;29;24
9;70;40;8;56;23;7;25;44;28;35;63;33;2;78;57;72;20;26;42
60;17;54;18;38;78;28;22;29;25;12;71;79;34;16;33;77;31;51;40
54;7;46;32;28;62;13;57;12;53;29;15;20;74;47;41;11;77;44;78
69;61;15;58;29;53;75;78;4;25;36;31;24;44;77;18;10;16;22;48
80;68;49;76;35;62;73;16;56;24;72;4;74;3;12;23;65;42;66;29
77;7;33;31;14;40;63;74;20;28;59;39;45;71;10;43;38;1;41;42
12;56;79;58;75;26;20;55;24;22;30;63;41;54;35;29;68;38;67;61
48;42;27;77;5;52;66;9;3;4;11;7;19;76;80;62;8;61;74;56
11;77;69;52;64;75;44;37;59;67;25;18;47;9;13;66;79;36;40;24
44;60;33;73;20;67;24;31;49;18;70;36;35;69;29;76;74;41;50;46
30;45;23;22;53;58;7;76;54;48;20;11;6;26;63;62;42;39;33;19
74;80;73;17;77;3;50;71;44;58;13;79;42;48;9;67;12;63;28;51
76;20;53;41;63;52;56;78;60;17;16;47;46;4;21;37;79;13;59;23
79;11;5;2;33;42;41;31;57;29;56;70;27;28;43;65;73;66;21;26
75;46;77;49;29;1;7;27;48;54;36;74;19;58;35;72;68;60;59;73
6;56;15;45;29;4;5;65;42;80;58;43;1;51;55;33;47;34;14;50
47;57;43;72;36;63;22;59;67;54;26;17;74;77;10;5;42;48;52;7
21;31;63;57;20;14;45;55;58;9;40;46;27;68;30;49;75;26;72;5
45;41;62;68;20;71;67;6;7;18;53;50;75;15;38;21;54;10;3;37
9;34;40;68;49;37;3;38;50;63;65;79;4;29;25;57;42;32;43;28
13;9;63;72;4;58;14;37;12;67;23;48;26;78;43;1;74;42;59;32
5;12;77;24;58;14;70;35;49;17;13;9;61;55;3;18;75;65;19;80
22;9;49;53;59;50;14;73;80;52;68;39;16;57;35;62;41;8;54;79
36;1;28;57;43;16;6;44;48;23;3;65;24;70;4;74;50;15;71;25
31;23;33;75;67;46;17;58;61;48;7;8;74;39;4;41;55;65;35;12
23;12;30;15;25;61;33;41;71;44;77;59;57;78;51;52;3;47;69;32
39;52;10;16;8;3;44;5;31;48;50;56;2;15;11;78;71;19;32;57
45;1;24;57;9;26;61;78;29;74;66;25;76;19;69;42;7;5;46;75
8;75;16;66;26;67;21;23;39;74;54;36;64;17;72;77;20;14;70;60
71;27;30;7;32;42;60;16;46;63;43;50;51;38;36;66;6;61;9;59
37;80;67;39;53;3;75;34;22;40;17;26;52;32;11;69;19;57;62;77
3;37;16;32;12;62;67;74;8;75;76;52;20;40;60;63;34;2;42;64
32;29;46;41;39;49;20;51;53;74;34;50;4;43;42;6;40;2;72;62
57;65;12;44;25;26;8;3;9;64;22;43;59;76;1;42;56;77;30;67
68;16;24;25;78;73;18;58;70;8;67;28;26;29;54;47;66;33;11;50
75;45;40;55;80;27;53;19;34;16;66;52;28;4;74;56;33;79;64;50
45;44;66;10;13;31;54;70;51;56;67;63;61;24;79;76;41;34;1;36
10;1;2;27;51;12;39;35;9;57;25;30;61;43;63;29;4;15;26;66
57;18;4;24;55;10;9;52;11;68;8;56;62;71;42;41;30;61;80;63
27;58;54;29;75;25;74;71;20;18;64;63;14;57;4;67;78;13;44;28
66;25;46;60;29;1;63;80;59;56;43;9;53;69;5;37;26;52;2;62
18;61;51;38;80;24;30;67;74;72;41;5;12;59;52;1;54;77;11;13
26;65;56;35;1;13;76;24;38;58;61;75;30;21;51;70;66;69;9;23
16;43;38;28;72;62;70;59;60;30;3;69;4;68;35;67;24;12;39;75
7;52;77;1;63;17;36;44;79;12;38;59;72;13;49;27;21;34;10;57
37;12;51;25;47;78;59;18;72;63;22;62;8;11;49;36;69;43;79;40
14;15;4;59;29;27;76;78;1;13;52;65;5;51;18;73;55;41;77;46
22;57;9;30;72;59;63;25;51;12;23;7;69;18;55;26;41;24;37;60
2;57;70;26;48;33;22;9;66;49;14;24;19;71;54;1;15;28;58;44
67;38;39;4;30;65;42;56;52;53;26;12;10;37;46;28;70;14;51;59
38;71;13;14;24;40;59;26;34;55;56;11;31;50;45;64;76;46;25;73
26;77;73;65;66;3;44;2;53;23;69;18;33;34;30;10;31;15;36;70
80;7;10;26;22;23;48;78;42;76;77;71;53;50;1;25;68;46;29;15
46;3;34;24;26;49;21;38;73;8;41;22;68;27;17;47;78;35;66;80
16;76;12;50;42;55;19;62;80;49;70;46;32;25;75;56;69;61;66;41
72;53;18;44;22;36;55;51;1;2;50;34;16;37;11;56;42;30;65;9
1;48;61;72;37;34;46;6;25;51;47;10;41;67;74;38;19;45;18;23
59;38;9;34;1;21;41;22;18;33;23;44;68;80;73;30;54;56;63;32
62;21;57;27;44;56;5;12;2;38;11;48;60;42;69;36;13;41;77;6
24;54;60;17;56;28;78;79;25;41;66;26;62;8;5;73;2;57;10;6
37;61;26;11;70;18;40;58;63;79;68;54;22;28;42;29;67;56;3;49
70;33;42;22;16;39;69;64;44;71;25;15;12;38;47;4;62;45;59;19
1;37;23;56;71;49;46;40;36;52;33;54;39;22;6;24;12;31;51;17
46;9;32;80;19;58;70;36;62;10;37;12;74;40;71;25;42;8;35;47
55;18;71;34;54;62;41;6;75;66;53;33;58;38;43;49;14;68;40;10
40;30;79;52;35;22;54;60;7;43;1;48;55;36;5;3;45;62;73;11
78;37;13;47;18;30;21;3;41;77;8;48;79;29;9;66;57;49;42;1
13;46;52;42;59;30;23;34;50;66;62;61;8;49;19;36;15;75;27;72
22;50;38;36;5;52;11;61;9;30;77;10;41;35;14;46;42;1;80;68
41;14;39;8;21;9;76;38;66;30;71;11;58;72;69;17;31;4;42;34
75;61;49;18;62;9;38;37;41;6;57;70;40;29;13;8;24;15;28;47
75;9;24;64;74;2;5;42;71;76;78;77;63;46;32;58;25;8;23;55
9;18;14;38;57;30;76;7;50;65;39;22;53;64;56;37;61;2;33;35
73;28;16;15;66;4;53;35;17;57;11;77;33;71;58;47;25;12;32;24
30;12;33;34;73;32;26;39;44;6;18;45;25;13;15;42;69;54;71;28
38;12;6;11;76;27;10;51;34;20;7;48;80;31;15;46;13;62;54;32
8;52;64;39;25;30;6;23;13;66;68;10;34;22;20;19;48;50;32;16
77;55;5;73;12;71;36;16;53;8;50;41;70;68;75;10;44;38;76;2
48;15;18;30;33;36;60;3;7;74;27;69;59;66;32;44;19;71;40;21
31;60;57;73;72;75;68;8;65;6;63;50;24;21;56;22;32;64;34;78
38;76;2;24;49;27;8;57;35;9;29;48;66;41;47;46;78;53;62;37
68;52;16;43;27;10;4;76;28;21;19;8;70;38;80;34;51;42;78;18
2;39;41;80;49;66;19;72;33;31;10;44;57;51;62;37;59;34;14;5
75;46;59;61;10;49;4;56;1;26;28;24;12;71;3;62;14;27;39;68
14;28;40;74;66;21;7;59;79;33;45;23;58;64;6;2;50;29;60;31
1;23;55;56;79;12;76;3;73;64;11;31;13;63;33;19;67;35;5;32
57;3;61;17;13;65;35;77;39;42;51;72;11;43;75;2;50;64;14;54
18;16;23;9;78;30;34;8;35;31;2;32;63;57;14;47;21;7;4;61
22;4;21;71;3;13;35;68;28;63;15;26;78;1;60;42;38;14;58;18
23;41;28;26;18;74;6;65;69;77;58;57;31;50;36;66;75;76;17;37
37;23;68;62;47;73;10;48;17;50;27;49;35;31;77;40;28;64;79;74
34;41;64;59;3;78;1;19;9;72;65;69;14;68;35;44;25;11;77;80
30;32;31;28;3;47;63;53;42;59;15;29;44;61;27;43;62;64;4;75
18;12;31;79;52;3;66;1;4;17;63;34;28;30;14;61;44;49;69;56
15;22;31;37;32;27;48;33;12;52;8;7;39;74;5;4;62;26;68;59
29;26;11;71;14;55;19;39;79;75;66;56;45;62;17;13;44;61;59;23
14;18;61;6;1;77;55;31;70;24;30;68;9;43;78;2;16;66;34;25
72;18;36;64;66;34;41;48;33;16;68;28;2;31;67;7;13;32;12;65
38;24;7;44;19;67;65;78;47;42;45;68;46;4;33;76;70;6;60;3
43;75;59;74;3;15;11;25;76;55;20;62;57;14;39;60;79;18;48;2
66;44;27;41;24;31;3;18;35;52;22;49;80;10;26;17;20;11;29;47
60;52;23;15;62;3;45;68;79;47;35;1;64;40;27;14;2;8;73;51
69;28;63;11;70;20;36;25;41;44;30;47;43;50;14;66;1;78;58;19
30;45;37;24;71;70;67;58;19;55;10;50;27;47;72;78;39;74;48;16
6;41;59;46;18;7;79;14;22;9;43;78;64;73;77;80;63;65;39;58
59;31;12;9;74;20;64;28;79;61;50;58;40;21;52;2;4;44;7;42
60;8;2;33;51;37;80;72;13;70;75;76;29;63;24;15;10;21;54;74
36;34;31;26;79;9;43;68;61;8;16;14;59;47;17;65;22;15;71;76
68;33;12;28;63;72;32;53;17;35;10;34;75;62;1;80;56;50;20;18
59;44;13;66;33;24;27;74;69;51;63;62;7;46;75;12;28;38;15;19
51;63;71;43;75;70;8;32;6;65;67;21;28;9;76;7;44;54;26;3
51;13;8;48;30;5;63;15;24;56;52;44;7;26;31;65;39;59;69;47
77;20;18;10;76;65;70;54;50;43;71;17;4;78;58;49;12;30;46;80
76;2;30;37;62;1;25;15;75;56;59;48;6;3;17;16;35;21;20;63
38;65;78;73;75;39;9;8;17;24;15;61;16;50;42;62;56;67;46;10
10;1;49;72;69;6;58;36;8;16;30;45;62;40;15;19;20;76;63;78
79;17;63;7;54;23;14;20;52;41;1;56;60;51;80;34;19;18;78;44
65;47;44;8;73;10;38;46;3;37;16;21;71;53;18;1;75;30;41;66
73;13;57;80;70;52;54;38;56;65;3;53;14;8;59;24;30;58;63;2
45;52;20;6;73;22;4;79;25;37;29;19;56;48;41;71;61;53;31;55
3;49;75;36;40;71;77;9;68;28;35;20;80;41;13;34;27;79;8;29
34;56;60;6;64;25;67;12;7;77;45;10;9;22;73;24;43;15;17;57
71;39;15;20;9;80;40;48;6;67;70;53;11;43;64;74;77;7;59;57
59;54;32;10;22;73;6;31;2;77;64;19;29;68;74;7;78;5;15;48
23;28;74;32;66;61;59;1;5;36;73;56;78;31;76;79;26;80;27;75
26;75;43;64;74;7;31;10;49;5;68;40;21;62;20;11;28;59;17;16
40;6;80;36;12;74;76;5;72;59;33;60;10;17;16;47;13;29;54;34
68;13;45;37;14;56;25;27;50;16;11;67;17;70;71;38;79;2;77;12
37;57;61;17;48;28;34;80;20;47;70;45;19;36;31;23;16;51;2;14
16;61;27;62;64;29;65;44;3;75;35;8;42;79;78;18;53;30;66;34
44;14;63;39;60;42;20;8;29;61;62;24;56;19;30;36;7;59;74;67
11;55;32;71;74;21;41;39;17;12;4;67;8;46;24;31;79;35;19;42
1;33;11;45;29;36;79;13;47;27;70;44;48;65;69;18;24;58;78;34
59;76;40;70;45;29;34;77;54;74;11;16;73;14;61;49;12;18;75;79
37;12;19;44;75;34;3;57;80;65;54;36;78;62;40;51;35;55;59;47
45;36;35;9;16;26;7;71;66;62;13;77;37;78;49;50;69;44;53;34
49;77;36;42;61;34;79;48;4;27;80;72;24;37;18;26;56;13;14;78
62;21;68;33;50;34;48;17;46;25;1;44;29;70;24;52;60;14;40;32
31;35;27;8;69;47;79;13;54;52;39;23;61;57;45;22;34;67;32;46
53;70;75;29;60;35;79;37;25;54;61;38;77;14;13;21;26;48;65;41
63;39;61;43;76;49;42;3;55;56;36;4;40;46;1;26;62;79;64;37
73;16;30;68;34;38;61;44;47;58;49;51;14;7;18;65;39;74;11;19
9;43;36;61;40;79;52;54;2;39;21;77;74;67;72;64;59;32;1;69
7;74;62;76;24;71;54;63;38;61;13;19;67;75;50;49;6;77;10;43
5;1;20;23;58;4;7;9;27;57;37;31;30;6;25;21;18;8;52;14
13;50;31;6;38;58;76;37;35;49;16;75;19;4;68;27;20;45;72;61
66;14;62;34;74;7;43;52;49;78;61;4;31;27;30;40;32;26;45;1
13;26;54;57;25;28;16;73;77;51;6;47;52;49;55;65;22;67;72;61
68;27;60;72;71;20;54;63;53;26;10;56;59;66;7;61;1;8;47;65
59;78;27;25;39;75;1;73;51;40;48;47;54;26;17;22;52;18;29;70
13;54;18;6;32;57;67;30;60;21;64;38;76;16;11;15;14;4;33;28
33;62;25;57;18;75;26;58;49;37;70;36;29;72;38;7;50;14;61;66
18;40;22;53;28;66;75;45;56;64;72;39;43;30;32;14;54;38;51;25
25;23;13;40;32;53;75;60;57;65;27;38;51;37;72;14;2;68;58;47
71;12;59;66;16;60;10;26;17;64;13;80;79;58;9;43;20;50;69;34
51;5;45;21;70;64;62;9;75;60;24;68;53;22;3;80;39;35;40;57
17;43;56;73;80;53;10;57;46;62;15;37;40;4;64;59;31;24;48;30
61;45;74;36;71;44;66;18;11;69;16;9;80;7;32;79;60;15;31;30
1;40;13;8;33;54;56;16;27;43;75;50;46;34;70;4;38;45;32;23
36;8;2;55;14;41;56;5;7;21;26;74;23;6;54;62;50;11;30;33
1;54;53;73;9;33;43;11;20;7;8;6;66;28;25;67;75;29;19;22
46;38;69;71;39;27;61;33;9;7;48;32;4;79;51;77;19;40;68;5
45;35;18;41;21;59;13;72;11;54;74;24;33;58;2;52;76;48;38;64
65;35;4;73;58;23;26;24;12;74;34;46;5;3;49;56;69;44;66;57
58;23;61;69;19;17;59;6;10;75;41;55;5;62;34;47;54;2;32;77
19;28;68;44;71;73;18;75;72;14;27;80;63;5;30;24;17;67;41;45
74;60;7;68;54;5;51;65;61;77;20;3;1;53;23;59;19;38;27;45
15;21;34;62;46;66;5;18;37;55;52;22;16;64;57;74;36;31;38;25
5;15;62;75;59;24;23;33;30;21;29;2;80;6;16;54;53;36;58;64
78;6;55;53;52;61;30;67;36;51;48;19;71;50;46;20;44;2;43;59
33;41;34;36;26;13;2;43;15;11;44;60;12;9;78;25;72;71;63;31
45;19;17;80;68;64;26;69;22;35;79;72;37;13;53;21;18;70;14;16
47;45;16;48;69;43;75;50;80;13;63;42;35;46;29;23;72;24;65;30
32;54;23;8;5;80;9;64;68;19;79;1;18;49;67;59;13;56;6;11
78;47;51;76;11;33;4;67;44;61;56;2;32;59;37;48;38;10;31;15
1;25;2;74;48;47;13;38;15;63;11;17;4;55;80;73;54;44;71;27
49;52;11;45;3;48;59;33;13;23;54;35;74;58;57;73;51;16;19;62
29;42;8;43;52;47;50;20;66;39;41;30;49;69;70;27;80;22;5;78
52;61;6;48;79;32;68;62;20;16;44;49;58;76;80;40;17;18;45;35
47;14;31;33;55;7;79;80;20;63;13;27;45;39;73;2;76;74;64;43
51;60;63;50;24;61;22;33;40;76;62;34;30;56;66;49;13;27;35;19
57;14;68;70;2;6;24;30;33;73;15;29;32;78;56;35;59;9;61;25
67;12;59;17;76;41;22;31;80;49;55;4;34;3;44;62;65;13;45;15
80;10;45;18;41;71;37;44;61;69;76;16;38;32;67;19;24;17;75;43
77;56;67;42;19;20;6;62;51;72;12;36;46;55;64;50;4;40;63;23
24;42;39;69;57;21;66;55;22;34;6;46;16;71;77;40;43;33;61;56
65;68;31;75;80;36;42;11;30;53;45;72;73;16;78;25;17;10;18;54
34;42;61;57;1;48;66;41;25;19;63;78;9;36;35;53;73;21;77;55
59;71;35;79;77;31;52;65;43;1;58;18;55;19;29;41;47;32;12;38
47;36;23;54;7;53;60;8;12;29;61;62;32;35;50;2;63;77;6;24
8;38;24;5;58;18;32;53;41;77;71;10;47;68;35;65;46;36;78;6
25;49;45;38;20;6;80;79;63;34;32;18;28;68;76;65;61;23;4;24
36;71;27;26;42;2;50;43;49;59;34;38;7;60;23;33;24;53;17;46
48;8;32;52;79;58;51;40;73;62;50;25;44;33;12;39;1;24;41;7
23;15;11;76;12;52;20;22;26;64;28;18;16;4;72;10;7;39;32;43
47;13;9;6;74;14;78;44;49;57;61;37;66;76;8;19;46;45;32;65
27;47;57;12;40;3;73;42;62;39;10;26;13;65;77;59;14;38;46;52
80;43;68;17;47;15;53;62;2;74;11;3;39;75;69;51;45;25;79;50
57;61;58;7;64;14;28;20;69;50;60;39;22;53;5;36;66;54;16;3
69;78;64;71;73;74;36;23;38;70;67;20;22;58;18;63;7;25;17;54
72;79;43;56;76;22;8;4;52;20;54;7;32;64;23;45;15;31;44;75
67;20;1;11;73;70;9;2;71;53;24;65;61;37;8;72;6;34;64;29
41;7;34;59;69;47;76;71;70;74;5;50;3;26;10;64;79;39;33;21
32;17;51;47;7;71;37;70;24;46;79;6;63;56;16;75;67;26;19;13
78;28;9;55;50;7;62;24;56;4;12;63;20;80;54;74;18;79;27;76
15;18;33;70;74;5;51;12;9;53;49;30;31;56;55;66;25;4;1;75
20;58;6;60;38;5;15;52;67;72;46;14;23;17;19;13;21;53;57;62
74;41;52;24;31;64;14;71;78;77;47;21;69;80;68;45;62;70;34;3
24;53;76;77;71;17;40;75;20;15;11;8;70;78;37;1;46;27;9;12
11;25;53;21;64;78;71;17;6;66;76;51;40;41;7;63;48;69;19;38
28;32;5;3;77;67;17;71;57;51;26;18;58;29;55;30;21;41;11;66
47;79;68;76;60;28;46;56;44;66;58;9;52;75;65;38;78;62;34;10
36;54;33;48;78;57;50;69;49;53;10;37;64;38;35;73;7;26;14;18
68;69;21;75;32;23;53;67;37;49;79;50;66;76;44;5;16;29;62;27
18;74;31;11;57;62;14;15;76;61;27;78;3;71;10;9;26;52;22;41
5;63;80;38;77;6;26;1;40;10;44;49;45;37;75;19;32;2;24;62
50;45;36;51;6;59;68;44;35;28;79;52;62;41;43;16;37;13;10;46
72;52;7;8;9;29;16;39;13;33;3;44;2;30;56;64;58;40;78;60
21;19;51;61;48;40;45;70;28;53;80;62;20;71;49;58;44;74;75;34
65;35;50;27;1;61;10;7;71;47;17;2;68;80;63;64;32;15;6;52
56;73;78;13;18;53;66;62;8;17;42;79;74;39;29;24;23;65;26;70
35;31;75;10;61;30;47;79;58;54;68;57;71;24;16;51;42;64;40;2
30;37;59;40;3;12;71;36;42;77;47;17;80;29;49;22;41;67;13;14
73;22;37;76;50;49;15;70;43;25;64;18;28;17;78;8;51;12;21;77
42;67;79;70;17;20;65;13;19;30;18;21;1;38;66;47;77;55;27;36
11;52;71;19;10;75;15;14;21;76;12;35;7;37;2;59;46;34;44;24
17;73;3;59;4;65;20;36;49;70;41;2;47;27;54;8;74;51;24;63
40;30;5;32;37;79;17;75;35;36;64;12;47;1;70;57;20;49;46;77
9;80;23;13;66;36;70;24;54;48;56;72;67;11;52;31;27;61;34;75
78;10;7;67;35;47;3;25;71;69;19;33;61;2;17;76;64;56;1;38
14;20;62;60;46;56;48;29;31;76;5;8;15;54;70;26;13;73;65;63
52;34;76;72;32;10;78;60;48;29;40;17;1;56;66;79;63;30;53;12
72;75;27;79;59;52;46;68;48;53;45;6;3;4;12;74;39;7;70;15
75;20;5;74;62;11;70;43;12;65;57;25;71;26;80;31;47;55;41;40
60;47;67;80;75;68;1;14;53;15;31;42;44;54;62;69;61;72;73;11
54;58;70;21;16;29;10;14;45;59;34;47;7;56;61;55;68;19;12;23
58;2;33;5;27;29;79;12;25;57;7;61;71;9;47;14;69;77;1;28
3;65;10;74;50;43;80;14;5;20;54;37;36;35;76;30;79;22;66;63
47;33;27;4;39;69;8;9;18;40;38;70;37;19;6;71;21;58;67;35
68;55;43;19;36;1;69;75;72;12;31;6;10;37;53;42;7;13;47;79
8;74;4;73;65;59;45;79;80;5;50;17;2;22;53;29;25;26;28;68
69;37;36;64;42;79;3;66;58;32;1;24;11;4;9;56;14;12;29;73
75;58;34;30;70;41;55;19;13;7;25;49;68;1;26;38;52;50;8;51
8;33;45;77;66;39;71;59;17;43;55;34;30;26;24;14;63;23;42;2
35;55;13;71;10;42;28;33;16;58;18;5;46;6;73;75;48;52;11;3
76;8;74;21;30;24;70;28;29;52;75;10;14;16;72;50;38;22;45;42
13;58;72;60;79;49;23;54;70;71;30;45;21;29;41;1;28;65;50;14
55;78;4;22;50;7;5;3;80;12;23;38;49;24;36;41;43;68;67;74
59;39;76;78;80;47;65;3;61;77;16;41;67;20;18;73;27;5;14;68
72;6;19;39;60;12;25;35;73;13;76;51;67;63;65;37;48;38;32;40
4;3;22;8;55;20;78;7;52;31;69;10;9;80;36;47;16;34;59;68
24;16;79;13;64;22;70;8;69;36;49;75;55;39;63;27;9;52;31;33
47;21;78;42;69;75;9;37;53;46;5;36;58;72;19;8;80;79;67;52
38;14;75;48;1;74;7;30;21;79;66;37;61;46;35;77;4;78;29;11
41;63;42;21;13;17;54;27;59;62;51;69;28;3;25;32;11;35;66;67
23;77;35;57;32;48;37;55;43;47;60;30;18;61;8;19;27;14;53;1
69;30;71;38;66;37;21;48;7;75;72;41;10;55;24;60;18;46;50;13
59;25;61;22;43;7;75;36;29;71;63;69;37;8;50;67;49;26;80;44
17;77;45;56;35;48;76;26;40;12;64;20;6;32;30;74;46;53;10;43
57;55;60;59;3;37;6;12;75;54;21;61;31;65;14;23;7;44;38;13
46;23;67;51;54;13;8;14;2;9;38;64;45;44;32;30;59;65;71;50
33;80;65;73;7;79;44;3;22;53;38;63;32;11;54;74;29;50;9;18
55;73;21;57;28;8;11;39;13;64;10;30;80;76;70;40;9;6;38;56
32;74;11;64;44;24;20;21;18;70;53;42;46;69;9;50;43;28;26;34
